data,titulo,imagem,link
2025-07-16 08:29:12,Dia do Conselheiro Municipal - 2025,https://i.ytimg.com/vi/ITCU88ojwfA/mqdefault.jpg,https://www.youtube.com/watch?v=ITCU88ojwfA
2025-07-16 08:28:07,25ª Sessão Ordinária 2025,https://i.ytimg.com/vi/KVUgdfIuY4o/mqdefault.jpg,https://www.youtube.com/watch?v=KVUgdfIuY4o
2025-07-16 08:27:32,24ª Sessão Ordinária 2025,https://i.ytimg.com/vi/1u-CRyOwBnw/mqdefault.jpg,https://www.youtube.com/watch?v=1u-CRyOwBnw
2025-07-02 10:41:17,23ª Sessão Ordinária 2025,https://i.ytimg.com/vi/0622od7bZuc/mqdefault.jpg,https://www.youtube.com/watch?v=0622od7bZuc
2025-07-01 10:07:52,Sessão Solene Comemoração ao Dia da Assembleia de Deus,https://i.ytimg.com/vi/Q7aRDI2zIlk/mqdefault.jpg,https://www.youtube.com/watch?v=Q7aRDI2zIlk
2025-06-27 15:37:20,22ª Sessão Ordinária 2025,https://i.ytimg.com/vi/VEiPnczxnhU/mqdefault.jpg,https://www.youtube.com/watch?v=VEiPnczxnhU
2025-06-17 18:30:00,Audiência Pública Concessão da Estrada de Ferro Campos do Jordão EFCJ,https://i.ytimg.com/vi/BQ7D0rfW2eQ/mqdefault.jpg,https://www.youtube.com/watch?v=BQ7D0rfW2eQ
2025-06-17 17:00:00,21ª Sessão Ordinária 2025,https://i.ytimg.com/vi/bkbcqGk5nMs/mqdefault.jpg,https://www.youtube.com/watch?v=bkbcqGk5nMs
2025-06-10 17:00:00,20ª Sessão Ordinária 2025,https://i.ytimg.com/vi/_qpyqktFcBk/mqdefault.jpg,https://www.youtube.com/watch?v=_qpyqktFcBk
2025-06-04 17:00:00,Audiência Pública - Cruzada pela anistia: conceito e necessidade de aplicação,https://i.ytimg.com/vi/RcwJ6Ee4Ock/mqdefault.jpg,https://www.youtube.com/watch?v=RcwJ6Ee4Ock
2025-06-03 17:00:00,19ª Sessão Ordinária 2025,https://i.ytimg.com/vi/DEy4WTrO-dg/mqdefault.jpg,https://www.youtube.com/watch?v=DEy4WTrO-dg
2025-05-29 17:00:00,Audiência Pública RDQA 1º Quadrimestre 2025,https://i.ytimg.com/vi/SE5T5-Eq1kE/mqdefault.jpg,https://www.youtube.com/watch?v=SE5T5-Eq1kE
2025-05-27 19:00:00,Sessão Solene em Comemoração aos 102 anos da Igreja Metodista de Pinda - 2025,https://i.ytimg.com/vi/NKpPRl5Z9Dk/mqdefault.jpg,https://www.youtube.com/watch?v=NKpPRl5Z9Dk
2025-05-27 17:00:00,18ª Sessão Ordinária 2025,https://i.ytimg.com/vi/6AZ37v1UMrs/mqdefault.jpg,https://www.youtube.com/watch?v=6AZ37v1UMrs
2025-05-20 19:00:00,Sessão Solene Dia Mundial do Escoteiro,https://i.ytimg.com/vi/cZm2Q2VOEHA/mqdefault.jpg,https://www.youtube.com/watch?v=cZm2Q2VOEHA
2025-05-20 17:00:00,17ª Sessão Ordinária 2025,https://i.ytimg.com/vi/XnH9voA7cuY/mqdefault.jpg,https://www.youtube.com/watch?v=XnH9voA7cuY
2025-05-16 19:00:00,Sessão Solene Comemoração ao Dia do Gari,https://i.ytimg.com/vi/UicnHBX6AbI/mqdefault.jpg,https://www.youtube.com/watch?v=UicnHBX6AbI
2025-05-13 19:00:00,Sessão Solene Conscientização e Combate à Pedofilia e ao Abuso Sexual Infantil,https://i.ytimg.com/vi/4dPMbaC7lEs/mqdefault.jpg,https://www.youtube.com/watch?v=4dPMbaC7lEs
2025-05-13 17:00:00,16ª Sessão Ordinária 2025,https://i.ytimg.com/vi/gwCjsyY6z-8/mqdefault.jpg,https://www.youtube.com/watch?v=gwCjsyY6z-8
2025-05-13 17:00:00,16ª Sessão Ordinária 2025,https://i.ytimg.com/vi/gwCjsyY6z-8/mqdefault.jpg,https://www.youtube.com/watch?v=gwCjsyY6z-8
2025-05-06 17:00:00,15ª Sessão Ordinária 2025,https://i.ytimg.com/vi/XVGWa89wM9Y/mqdefault.jpg,https://www.youtube.com/watch?v=XVGWa89wM9Y
2025-04-29 17:00:00,14ª Sessão Ordinária 2025,https://i.ytimg.com/vi/WONpmVOWKj8/mqdefault.jpg,https://www.youtube.com/watch?v=WONpmVOWKj8
2025-04-22 17:00:00,13ª Sessão Ordinária 2025,https://i.ytimg.com/vi/uUtEMc2kL8c/mqdefault.jpg,https://www.youtube.com/watch?v=uUtEMc2kL8c
2025-04-15 17:00:00,12ª Sessão Ordinária 2025,https://i.ytimg.com/vi/1J8mYt5BIoY/mqdefault.jpg,https://www.youtube.com/watch?v=1J8mYt5BIoY
2025-04-08 17:00:00,11ª Sessão Ordinária 2025,https://i.ytimg.com/vi/aZRyXKoYL_M/mqdefault.jpg,https://www.youtube.com/watch?v=aZRyXKoYL_M
2025-04-01 17:00:00,10ª Sessão Ordinária 2025,https://i.ytimg.com/vi/tW8jIP4W4E4/mqdefault.jpg,https://www.youtube.com/watch?v=tW8jIP4W4E4
2025-03-27 17:00:00,Programa Anual de Saúde PAS 2025 (Secretaria de Saúde),https://i.ytimg.com/vi/dbxFGQ-_5p0/mqdefault.jpg,https://www.youtube.com/watch?v=dbxFGQ-_5p0
2025-03-24 17:00:00,9ª Sessão Ordinária 2025,https://i.ytimg.com/vi/JX6-iutoEHo/mqdefault.jpg,https://www.youtube.com/watch?v=JX6-iutoEHo
2025-03-18 17:00:00,8ª Sessão Ordinária 2025,https://i.ytimg.com/vi/itT14gG_p3E/mqdefault.jpg,https://www.youtube.com/watch?v=itT14gG_p3E
2025-03-11 17:00:00,7ª Sessão Ordinária 2025,https://i.ytimg.com/vi/E0l8TfflGwU/mqdefault.jpg,https://www.youtube.com/watch?v=E0l8TfflGwU
2025-03-07 19:30:00,Sessão Solene Dia Internacional da Mulher - 2025,https://i.ytimg.com/vi/eeSN9dog-b4/mqdefault.jpg,https://www.youtube.com/watch?v=eeSN9dog-b4
2025-03-06 17:00:00,6ª Sessão Ordinária 2025,https://i.ytimg.com/vi/tEVlYrM7xoE/mqdefault.jpg,https://www.youtube.com/watch?v=tEVlYrM7xoE
2025-02-28 17:30:00,Audiência Pública Metas Fiscais do Município 3° Quadrimestre de 2024,https://i.ytimg.com/vi/5cNZz_0RTIY/mqdefault.jpg,https://www.youtube.com/watch?v=5cNZz_0RTIY
2025-02-27 17:00:00,Audiência Pública Relatório Detalhado do Quadrimestre Anterior (RDQA) 3° Quad 2024,https://i.ytimg.com/vi/51cuubI_etw/mqdefault.jpg,https://www.youtube.com/watch?v=51cuubI_etw
2025-02-25 19:00:00,Audiência Pública - Discussão sobre os serviços prestados pela empresa SABESP,https://i.ytimg.com/vi/C79cfHjjbd8/mqdefault.jpg,https://www.youtube.com/watch?v=C79cfHjjbd8
2025-02-25 17:00:00,5ª Sessão Ordinária 2025,https://i.ytimg.com/vi/DQBHgZLkEXw/mqdefault.jpg,https://www.youtube.com/watch?v=DQBHgZLkEXw
2025-02-18 17:00:00,4ª Sessão Ordinária 2025,https://i.ytimg.com/vi/V43OwAyUJfA/mqdefault.jpg,https://www.youtube.com/watch?v=V43OwAyUJfA
2025-02-11 17:00:00,3ª Sessão Ordinária 2025,https://i.ytimg.com/vi/PQNkMCE-8Us/mqdefault.jpg,https://www.youtube.com/watch?v=PQNkMCE-8Us
2025-02-04 17:00:00,2ª Sessão Ordinária 2025,https://i.ytimg.com/vi/DiGUHzyT910/mqdefault.jpg,https://www.youtube.com/watch?v=DiGUHzyT910
2025-01-28 17:00:00,1ª Sessão Ordinária 2025,https://i.ytimg.com/vi/BJAwQ6WLMcw/mqdefault.jpg,https://www.youtube.com/watch?v=BJAwQ6WLMcw
2025-01-13 09:53:47,2ª Sessão Extraordinária 2025,https://i.ytimg.com/vi/ZUN5DGMsa1g/mqdefault.jpg,https://www.youtube.com/watch?v=ZUN5DGMsa1g
2025-01-13 09:52:12,1ª Sessão Extraordinária 2025,https://i.ytimg.com/vi/8mvS7WZ1ntI/mqdefault.jpg,https://www.youtube.com/watch?v=8mvS7WZ1ntI
2025-01-01 12:00:00,Sessão Especial de Eleição da Mesa Diretora Biênio 2025-2026,https://i.ytimg.com/vi/FsNB_8NBSQA/mqdefault.jpg,https://www.youtube.com/watch?v=FsNB_8NBSQA
2025-01-01 09:00:00,"Sessão Solene de Posse do Prefeito, Vice-Prefeito e Vereadores eleitos em 2024",https://i.ytimg.com/vi/V3Y8B5n_H3M/mqdefault.jpg,https://www.youtube.com/watch?v=V3Y8B5n_H3M
2024-12-17 13:30:00,Solenidade de Diplomação dos eleitos nos pleitos de 2024 em Pindamonhangaba,https://i.ytimg.com/vi/VG8r87vjqqo/mqdefault.jpg,https://www.youtube.com/watch?v=VG8r87vjqqo
2024-12-16 14:00:00,44ª Sessão Ordinária 2024,https://i.ytimg.com/vi/WZ3uwvvfkCQ/mqdefault.jpg,https://www.youtube.com/watch?v=WZ3uwvvfkCQ
2024-12-10 16:00:00,43ª Sessão Ordinária 2024,https://i.ytimg.com/vi/teGD7gPnYQU/mqdefault.jpg,https://www.youtube.com/watch?v=teGD7gPnYQU
2024-12-03 19:00:00,Sessão Solene Comemoração ao Esportista do Ano - 2024,https://i.ytimg.com/vi/vAtPID5_dkw/mqdefault.jpg,https://www.youtube.com/watch?v=vAtPID5_dkw
2024-12-03 17:00:00,42ª Sessão Ordinária 2024,https://i.ytimg.com/vi/p2RwFCaEmRk/mqdefault.jpg,https://www.youtube.com/watch?v=p2RwFCaEmRk
2024-11-27 18:00:00,Audiência Pública sobre normas para a realização de Rodeios em Pindamonhangaba,https://i.ytimg.com/vi/Let1evnk8bQ/mqdefault.jpg,https://www.youtube.com/watch?v=Let1evnk8bQ
2024-11-26 19:00:00,Sessão Solene Dia da Consciência Negra - 2024,https://i.ytimg.com/vi/ywgip7IaXKg/mqdefault.jpg,https://www.youtube.com/watch?v=ywgip7IaXKg
2024-11-26 17:00:00,41ª Sessão Ordinária 2024,https://i.ytimg.com/vi/8LJjWrCrH0c/mqdefault.jpg,https://www.youtube.com/watch?v=8LJjWrCrH0c
2024-11-21 17:30:00,Audiência Pública LOA (Lei Orçamentária Anual) 2025,https://i.ytimg.com/vi/NWq5DhsD2hg/mqdefault.jpg,https://www.youtube.com/watch?v=NWq5DhsD2hg
2024-11-19 17:00:00,40ª Sessão Ordinária 2024,https://i.ytimg.com/vi/Dhy_s1sPzvc/mqdefault.jpg,https://www.youtube.com/watch?v=Dhy_s1sPzvc
2024-11-18 19:00:00,Sessão Solene em comemoração ao ‘Dia do Músico Evangélico’ - 2024,https://i.ytimg.com/vi/kuc2SRdbo5w/mqdefault.jpg,https://www.youtube.com/watch?v=kuc2SRdbo5w
2024-11-12 17:00:00,39ª Sessão Ordinária 2024,https://i.ytimg.com/vi/wBG4TiAv8_s/mqdefault.jpg,https://www.youtube.com/watch?v=wBG4TiAv8_s
2024-11-05 17:00:00,38ª Sessão Ordinária 2024,https://i.ytimg.com/vi/0CBvjySUDdw/mqdefault.jpg,https://www.youtube.com/watch?v=0CBvjySUDdw
2024-10-31 19:00:00,Sessão Solene em comemoração aos 507 anos da Reforma Protestante - 2024,https://i.ytimg.com/vi/dk2Jo4fKwNQ/mqdefault.jpg,https://www.youtube.com/watch?v=dk2Jo4fKwNQ
2024-10-29 17:00:00,37ª Sessão Ordinária 2024,https://i.ytimg.com/vi/pC_onWcUX0E/mqdefault.jpg,https://www.youtube.com/watch?v=pC_onWcUX0E
2024-10-22 17:00:00,36ª Sessão Ordinária 2024,https://i.ytimg.com/vi/W8bpzG4xXAI/mqdefault.jpg,https://www.youtube.com/watch?v=W8bpzG4xXAI
2024-10-15 19:00:00,Sessão Solene Dia dos Professores - 2024,https://i.ytimg.com/vi/VzdgnSJGaxI/mqdefault.jpg,https://www.youtube.com/watch?v=VzdgnSJGaxI
2024-10-15 17:00:00, 35ª Sessão Ordinária 2024,https://i.ytimg.com/vi/v93X83YMK4E/mqdefault.jpg,https://www.youtube.com/watch?v=v93X83YMK4E
2024-10-09 19:30:00,Sessão Solene Comemoração Dia do Comerciário,https://i.ytimg.com/vi/a41iwWZMy8s/mqdefault.jpg,https://www.youtube.com/watch?v=a41iwWZMy8s
2024-10-08 19:00:00,Sessão Solene Comemoração Mês Outubro Rosa,https://i.ytimg.com/vi/JL_JQzrbXKw/mqdefault.jpg,https://www.youtube.com/watch?v=JL_JQzrbXKw
2024-10-08 17:00:00,34ª Sessão Ordinária 2024,https://i.ytimg.com/vi/cmMSt1R5W5c/mqdefault.jpg,https://www.youtube.com/watch?v=cmMSt1R5W5c
2024-09-30 14:00:00,33ª Sessão Ordinária 2024,https://i.ytimg.com/vi/Pj6DIHQxiMs/mqdefault.jpg,https://www.youtube.com/watch?v=Pj6DIHQxiMs
2024-09-27 18:00:00,Audiência Pública Metas Fiscais do Município 2° Quadrimestre de 2024,https://i.ytimg.com/vi/wzmwRju4z0c/mqdefault.jpg,https://www.youtube.com/watch?v=wzmwRju4z0c
